OGLE-BLG-CEP-154,F,16:54.6,-10:32:32.6,16.387,-99.99,-99.99,2.8128629
OGLE-BLG-CEP-155,F,17:09.2,-17:24:38.6,15.329,-99.99,-99.99,8.2672581
OGLE-BLG-CEP-156,F,17:20.5,-15:32:41.9,11.612,-99.99,-99.99,10.234762
OGLE-BLG-CEP-157,F,19:32.5,-14:01:28.4,13.785,-99.99,-99.99,21.632225
OGLE-BLG-CEP-158,F,21:22.8,-13:48:46.6,16.818,-99.99,-99.99,19.755385
OGLE-BLG-CEP-159,F,22:23.7,-11:32:45.5,16.605,-99.99,-99.99,6.3734628
OGLE-BLG-CEP-160,F,22:39.0,-10:35:09.9,17.281,-99.99,-99.99,5.972995
OGLE-BLG-CEP-161,F,22:53.6,-11:09:10.8,17.25,-99.99,-99.99,3.5464213
OGLE-BLG-CEP-162,F,24:59.6,-10:19:22.1,17.374,-99.99,-99.99,14.5922134
OGLE-BLG-CEP-164,F,26:55.2,-12:00:10.2,14.149,-99.99,-99.99,13.6269989
OGLE-BLG-CEP-165,F,27:10.7,-11:48:22.6,14.6,-99.99,-99.99,6.4524506
OGLE-BLG-CEP-166,F,29:08.2,-14:34:44.9,14.32,-99.99,-99.99,7.5288354
OGLE-BLG-CEP-167,F,41:49.1,-14:30:19.4,12.856,-99.99,-99.99,11.036066
OGLE-BLG-CEP-168,F,51:35.4,-13:18:31.7,17.298,-99.99,-99.99,12.5382402
OGLE-BLG-CEP-170,1,55:05.2,-35:02:34.4,15.674,-99.99,-99.99,0.5834674
OGLE-BLG-CEP-171,F,05:54.6,-29:29:01.2,13.728,-99.99,-99.99,1.6730103
OGLE-BLG-CEP-173,1,11:14.0,-39:09:22.2,12.155,-99.99,-99.99,5.9164489
OGLE-BLG-CEP-174,1,12:00.8,-37:37:02.5,16.729,-99.99,-99.99,5.7676435
OGLE-BLG-CEP-175,F,12:16.5,-38:32:45.9,18.164,-99.99,-99.99,20.0020003
OGLE-BLG-CEP-176,F,14:21.7,-40:48:03.9,18.43,-99.99,-99.99,5.1768215
OGLE-BLG-CEP-180,1,18:11.1,-30:37:24.6,16.744,-99.99,-99.99,0.5208546
OGLE-BLG-CEP-181,F,18:35.9,-38:19:31.8,15.611,-99.99,-99.99,6.5164858
OGLE-BLG-CEP-183,F,20:34.6,-37:34:50.4,17.987,-99.99,-99.99,17.0123087
OGLE-BLG-CEP-185,F,25:05.1,-33:45:38.6,19.098,-99.99,-99.99,4.422686
OGLE-BLG-CEP-187,1,35:55.7,-33:30:29.9,13.282,-99.99,-99.99,0.3924286
OGLE-BLG-CEP-188,1,37:47.8,-41:01:57.2,14.58,-99.99,-99.99,6.4287401
OGLE-BLG-CEP-189,F,40:05.0,-32:38:39.2,17.747,-99.99,-99.99,3.3921936
OGLE-BLG-CEP-190,1,56:06.5,-20:11:08.8,15.733,-99.99,-99.99,2.4231597
OGLE-BLG-CEP-191,F,56:50.6,-20:01:10.3,16.342,-99.99,-99.99,3.4481097
OGLE-BLG-CEP-193,F,58:59.4,-23:22:20.6,19.566,-99.99,-99.99,7.4948408
OGLE-BLG-CEP-195,F,02:09.3,-21:23:22.3,19.755,-99.99,-99.99,16.9129018
OGLE-BLG-CEP-196,1,08:24.0,-31:15:02.4,15.629,16.459,0.83,0.2535572
OGLE-BLG-CEP-197,F,11:08.1,-16:56:19.5,18.29,-99.99,-99.99,4.578943
OGLE-BLG-CEP-199,1,19:56.3,-15:30:52.6,14.64,-99.99,-99.99,5.1048093
OGLE-BLG-CEP-200,1,23:42.5,-26:08:08.7,14.186,-99.99,-99.99,0.572811
OGLE-BLG-CEP-201,F,29:02.9,-25:48:48.6,14.655,-99.99,-99.99,2.5792463
OGLE-BLG-CEP-202,F,29:55.7,-13:20:46.8,17.954,-99.99,-99.99,2.6431979
OGLE-BLG-CEP-203,1,30:29.0,-14:02:03.9,13.857,-99.99,-99.99,3.8262118
OGLE-BLG-CEP-204,F,31:19.3,-13:06:36.3,17.775,-99.99,-99.99,4.1985242
OGLE-BLG-CEP-206,1,37:52.8,-18:25:03.7,14.059,-99.99,-99.99,1.6899852
OGLE-BLG-CEP-207,F,42:30.8,-37:06:23.5,14.283,16.2,1.917,3.711792
OGLE-BLG-CEP-208,1,08:16.1,-32:26:07.0,14.301,15.194,0.893,0.6406134
